,rev_name,sample,timepoint,initial_name,Day,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,Crop,Treatment,Addition,Rep2,Rep,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1
299,11e,11,e,11e,59,38.398,0.035553704,44.57222876,3.529086195,-0.314074177,2.632724334,0,26.52332522,Corn,112N,Carbon,Corn-112N-Carbon-59,Corn-112N-Carbon,26.52332522,13.32113929,13.70640602
300,12e,12,e,12e,59,38.494,0.035642593,44.57222876,3.874955487,0.062814835,11.95074866,0.577783043,109.9253055,Corn,112N,Nitrogen,Corn-112N-Nitrogen-59,Corn-112N-Nitrogen,110.5030885,36.22386977,88.75540653
301,13e,13,e,13e,59,38.593,0.035734259,39.15603401,4.092365152,-0.177975367,20.57497638,0,179.6593199,Corn,336N,Control,Corn-336N-Control-59,Corn-336N-Control,179.6593199,-11.36125548,57.3000128
302,14e,14,e,14e,59,38.916,0.036033333,39.15603401,3.904357298,-0.146567949,20.09741171,0,185.4791148,Corn,336N,Carbon,Corn-336N-Carbon-59,Corn-336N-Carbon,185.4791148,12.09288576,65.91684093
303,15e,15,e,15e,59,39.003,0.036113889,39.15603401,4.103317066,-0.240790202,19.73206418,0,173.66476,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,Corn-336N-Nitrogen,173.66476,-4.507495325,36.80404663
304,16e,16,e,16e,59,39.071,0.036176852,37.88436194,4.084103202,-0.335012455,12.04717098,0,106.7134443,Corn,336N,Control,Corn-336N-Control-59,Corn-336N-Control,106.7134443,33.1779475,58.79143387
305,17e,17,e,17e,59,37.508,0.03472963,37.88436194,4.138143808,-0.345481594,11.10775115,0,93.22249332,Corn,336N,Carbon,Corn-336N-Carbon-59,Corn-336N-Carbon,93.22249332,32.90624609,33.11680223
306,18e,18,e,18e,59,37.47,0.034694444,37.88436194,4.031926066,-0.335012455,17.27188889,0,148.6234072,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,Corn-336N-Nitrogen,148.6234072,32.35320439,66.60982742
307,19e,19,e,19e,59,37.37,0.034601852,40.52771432,4.074446292,-0.282666759,0.61741089,0,5.243303903,Corn,112N,Control,Corn-112N-Control-59,Corn-112N-Control,5.243303903,-16.17874522,-4.631809337
308,20e,20,e,20e,59,38.199,0.035369444,40.52771432,4.18447002,1.277234985,0.330604324,10.7958933,2.794449764,Corn,112N,Carbon,Corn-112N-Carbon-59,Corn-112N-Carbon,13.59034306,8.341956233,5.320296826
309,21e,21,e,21e,59,37.795,0.03499537,40.52771432,4.061362389,-0.293135898,8.914362917,0,76.81201577,Corn,112N,Nitrogen,Corn-112N-Nitrogen-59,Corn-112N-Nitrogen,76.81201577,3.43291678,38.45836356
310,22e,22,e,22e,59,38.05,0.035231481,44.89761115,3.907310393,-0.115160531,4.605737115,0,41.52906361,Corn,336N,Control,Corn-336N-Control-59,Corn-336N-Control,41.52906361,9.737575717,29.79585213
311,23e,23,e,23e,59,37.934,0.035124074,44.89761115,3.907861417,-0.219851924,4.783848974,0,42.99749858,Corn,336N,Carbon,Corn-336N-Carbon-59,Corn-336N-Carbon,42.99749858,29.23546094,32.18568069
312,24e,24,e,24e,59,37.802,0.035001852,44.89761115,3.772860565,-0.27219762,8.86518802,0,82.2447563,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,Corn-336N-Nitrogen,82.2447563,6.618317654,46.75775271
313,25e,25,e,25e,59,37.836,0.035033333,46.16341882,3.736258734,0.063436255,7.157801514,0.594815195,67.11570697,Corn,336N,Control,Corn-336N-Control-59,Corn-336N-Control,67.71052217,33.11332287,51.7508422
314,26e,26,e,26e,59,37.847,0.035043519,46.16341882,3.888616259,-0.027186967,6.111056784,0,55.0717575,Corn,336N,Carbon,Corn-336N-Carbon-59,Corn-336N-Carbon,55.0717575,44.0044649,42.90651993
315,27e,27,e,27e,59,38.085,0.035263889,46.16341882,3.622663548,0.063436255,11.80486149,0.617503949,114.9113956,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,Corn-336N-Nitrogen,115.5288995,60.84660458,91.04218656
316,28e,28,e,28e,59,38.377,0.035534259,45.38233189,3.993643892,0.009062322,8.024977278,0.080633854,71.40386846,Corn,0N,Control,Corn-0N-Control-59,Corn-0N-Control,71.48450231,54.2808113,58.75618
317,29e,29,e,29e,59,37.533,0.034752778,45.38233189,4.109979525,0.063436255,9.345978817,0.53639831,79.02684745,Corn,0N,Carbon,Corn-0N-Carbon-59,Corn-0N-Carbon,79.56324576,68.35751531,66.38659279
318,30e,30,e,30e,59,38.264,0.03542963,45.38233189,3.9068018,0.126872511,14.55391484,1.150569265,131.9851477,Corn,0N,Nitrogen,Corn-0N-Nitrogen-59,Corn-0N-Nitrogen,133.135717,71.49702769,109.5598316
319,31e,31,e,31e,59,37.216,0.034459259,37.55170771,3.651976133,0.027186967,11.61155735,0.256530358,109.5641511,Corn,112N,Control,Corn-112N-Control-59,Corn-112N-Control,109.8206815,38.5708483,64.92901204
320,32e,32,e,32e,59,37.154,0.034401852,37.55170771,4.172794891,0.099685544,10.30154136,0.821839416,84.9291923,Corn,112N,Carbon,Corn-112N-Carbon-59,Corn-112N-Carbon,85.75103172,33.05723483,31.68824812
321,33e,33,e,33e,59,37.092,0.034344444,37.55170771,4.049147272,-0.027186967,16.67791379,0,141.4603237,Corn,112N,Nitrogen,Corn-112N-Nitrogen-59,Corn-112N-Nitrogen,141.4603237,39.9994613,74.41368757
322,34e,34,e,34e,59,37.038,0.034294444,44.93038326,3.801455644,0.190308766,9.419755924,1.716851126,84.97936752,Corn,0N,Control,Corn-0N-Control-59,Corn-0N-Control,86.69621865,59.59851678,74.19563923
323,35e,35,e,35e,59,37.073,0.034326852,44.93038326,3.814121655,0.262807343,7.125350671,2.36524934,64.127702,Corn,0N,Carbon,Corn-0N-Carbon-59,Corn-0N-Carbon,66.49295134,46.20089811,57.69621255
324,36e,36,e,36e,59,37.12,0.03437037,44.93038326,3.920406016,0.28999431,13.56607526,2.542392752,118.9343729,Corn,0N,Nitrogen,Corn-0N-Nitrogen-59,Corn-0N-Nitrogen,121.4767657,57.4879931,97.62921076
325,37e,37,e,37e,59,37.043,0.034299074,54.70784056,3.293645834,0.126872511,11.76618723,1.321213595,122.529667,Miscanthus,336N,Control,Miscanthus-336N-Control-59,Miscanthus-336N-Control,123.8508806,22.1608259,41.60318647
326,38e,38,e,38e,59,37.175,0.034421296,54.70784056,3.240201086,0.090623222,11.72751969,0.962708391,124.5837586,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,Miscanthus-336N-Carbon,125.546467,47.51522892,59.04246395
327,39e,39,e,39e,59,37.07,0.034324074,54.70784056,3.415934665,0.135934833,11.14280335,1.365903548,111.9653756,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,Miscanthus-336N-Nitrogen,113.3312791,-27.04408799,-1.920826999
328,40e,40,e,40e,59,37.225,0.034467593,48.8302975,3.514335168,0.262807343,13.85305463,2.577539135,135.8667914,Miscanthus,112N,Control,Miscanthus-112N-Control-59,Miscanthus-112N-Control,138.4443305,58.04337765,89.05074632
329,41e,41,e,41e,59,37.349,0.034582407,48.8302975,3.583414266,0.027186967,12.59084629,0.262372893,121.5103093,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,Miscanthus-112N-Carbon,121.7726822,58.75637066,18.56527531
330,42e,42,e,42e,59,37.117,0.034367593,48.8302975,3.625885119,0.126872511,17.97136182,1.202548516,170.3397711,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,Miscanthus-112N-Nitrogen,171.5423196,46.47768032,96.58876055
331,43e,43,e,43e,59,37.167,0.034413889,38.54459018,4.075108225,0.117810188,7.111830943,0.994895472,60.05871411,Miscanthus,336N,Control,Miscanthus-336N-Control-59,Miscanthus-336N-Control,61.05360958,-4.173062288,6.025977871
332,44e,44,e,44e,59,37.166,0.034412963,38.54459018,4.363334097,-0.036249289,5.326701923,0,42.01090081,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,Miscanthus-336N-Carbon,42.01090081,36.23777921,-4.780165854
333,45e,45,e,45e,59,37.151,0.034399074,38.54459018,4.093544848,0.163121799,13.24052993,1.370752992,111.2634616,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,Miscanthus-336N-Nitrogen,112.6342146,14.4571292,45.06986504
334,46e,46,e,46e,59,37.2,0.034444444,39.06003785,4.009849509,-0.018124644,8.530635468,0,73.27781224,Miscanthus,112N,Control,Miscanthus-112N-Control-59,Miscanthus-112N-Control,73.27781224,6.54662805,30.71491031
335,47e,47,e,47e,59,37.42,0.034648148,39.06003785,3.853843206,0,3.793369087,0,34.1044529,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,Miscanthus-112N-Carbon,34.1044529,-4.88535586,-19.53764099
336,48e,48,e,48e,59,37.5,0.034722222,39.06003785,3.652131932,-0.018124644,11.07395245,0,105.284323,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,Miscanthus-112N-Nitrogen,105.284323,-12.5492304,34.75598826
337,49e,49,e,49e,59,37.69,0.034898148,51.50953066,3.651817246,-0.240845444,11.66155106,0,111.4421969,Miscanthus,0N,Control,Miscanthus-0N-Control-59,Miscanthus-0N-Control,111.4421969,64.45811694,96.48121679
338,50e,50,e,50e,59,37.67,0.03487963,51.50953066,3.407910185,-0.258685847,8.543707741,0,87.44401861,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,Miscanthus-0N-Carbon,87.44401861,59.74834668,74.47015454
339,51e,51,e,51e,59,37.13,0.03437963,51.50953066,3.280380251,-0.062441411,14.38493954,0,150.7596242,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,Miscanthus-0N-Nitrogen,150.7596242,54.14493247,121.7334275
340,52e,52,e,52e,59,37.58,0.034796296,44.67019051,4.259288735,0.945541373,0.326197585,7.724608456,2.664874001,Miscanthus,0N,Control,Miscanthus-0N-Control-59,Miscanthus-0N-Control,10.38948246,2.870722878,1.47225778
341,53e,53,e,53e,59,37.83,0.035027778,44.67019051,3.963827552,1.721598915,0.328676238,15.21352365,2.904464962,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,Miscanthus-0N-Carbon,18.11798861,11.30087617,9.525697097
342,54e,54,e,54e,59,37.86,0.035055556,44.67019051,4.027456833,0.178404033,5.562817076,1.552854009,48.4195489,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,Miscanthus-0N-Nitrogen,49.97240291,-16.4436693,31.18967673
343,55e,55,e,55e,59,37.98,0.035166667,53.54534388,3.380040779,0.347887864,15.63224413,3.619499689,162.6412089,Miscanthus,336N,Control,Miscanthus-336N-Control-59,Miscanthus-336N-Control,166.2607086,63.90886449,103.4318902
344,56e,56,e,56e,59,38.26,0.035425926,53.54534388,3.446935484,0.10704242,12.40745346,1.100129915,127.5177703,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,Miscanthus-336N-Carbon,128.6179002,77.85414341,66.69773632
345,57e,57,e,57e,59,38.55,0.035694444,53.54534388,3.202119446,0.089202016,20.24228085,0.994346544,225.6433532,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,Miscanthus-336N-Nitrogen,226.6376997,46.86617134,98.66985797
346,58e,58,e,58e,59,38.97,0.036083333,45.74196993,3.624436409,0.071361613,9.109602232,0.710445592,90.69129013,Miscanthus,112N,Control,Miscanthus-112N-Control-59,Miscanthus-112N-Control,91.40173572,40.4434707,59.36271013
347,59e,59,e,59e,59,40.31,0.037324074,45.74196993,3.715047319,0.017840403,8.053332421,0.179237696,80.90964933,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,Miscanthus-112N-Carbon,81.08888703,47.70190219,44.95230369
348,60e,60,e,60e,59,41.12,0.038074074,45.74196993,3.815967255,0.258685847,17.44011604,2.581055717,174.0099496,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,Miscanthus-112N-Nitrogen,176.5910053,68.43733352,118.8903304
349,61e,61,e,61e,59,41.48,0.038407407,51.65241239,3.70825997,0.098122218,3.840257759,1.016277185,39.77454264,Miscanthus,0N,Control,Miscanthus-0N-Control-59,Miscanthus-0N-Control,40.79081983,30.72902839,23.62291278
350,62e,62,e,62e,59,43.82,0.040574074,51.65241239,3.592709235,-0.008920202,2.956994325,0,33.39466095,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,Miscanthus-0N-Carbon,33.39466095,26.52311111,18.12731836
351,63e,63,e,63e,59,44.8,0.041481481,51.65241239,3.408988402,0.231925242,6.564136059,2.822128296,79.87416096,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,Miscanthus-0N-Nitrogen,82.69628926,32.10669716,29.10662885
352,64e,64,e,64e,59,45.46,0.042092593,52.29109668,3.646391481,0.080281815,6.05228154,0.926743535,69.86529627,Miscanthus,336N,Control,Miscanthus-336N-Control-59,Miscanthus-336N-Control,70.79203981,-19.11878716,7.298687093
353,65e,65,e,65e,59,45.99,0.042583333,52.29109668,3.462235114,-0.026760605,7.019837267,0,86.33962179,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,Miscanthus-336N-Carbon,86.33962179,31.80816069,34.76845092
354,66e,66,e,66e,59,37.62,0.034833333,52.29109668,3.480841586,0.05352121,16.02877331,0.53559523,160.4024745,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,Miscanthus-336N-Nitrogen,160.9380697,3.34429713,59.80541566
355,67e,67,e,67e,59,37.68,0.034888889,53.49931923,3.301548335,0.026760605,3.743345551,0.282790885,39.55755111,Miscanthus,0N,Control,Miscanthus-0N-Control-59,Miscanthus-0N-Control,39.840342,31.8496004,27.34792967
356,68e,68,e,68e,59,38.08,0.035259259,53.49931923,3.277832987,0.098122218,1.936197093,1.055489019,20.82744165,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,Miscanthus-0N-Carbon,21.88293067,12.77217862,7.857160723
357,69e,69,e,69e,59,37.51,0.034731481,53.49931923,3.466625751,0.223005041,7.070637039,2.234246212,70.83940321,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,Miscanthus-0N-Nitrogen,73.07364942,44.8970126,42.82918949
358,70e,70,e,70e,59,37.26,0.0345,52.08002904,3.083170932,0.026760605,13.93142642,0.299445244,155.8895767,Miscanthus,112N,Control,Miscanthus-112N-Control-59,Miscanthus-112N-Control,156.1890219,99.5332219,115.2080927
359,71e,71,e,71e,59,37.44,0.034666667,52.08002904,3.20105406,0.178404033,10.50285066,1.932073944,113.7434157,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,Miscanthus-112N-Carbon,115.6754896,68.5439435,78.16741352
360,72e,72,e,72e,59,37.73,0.034935185,52.08002904,3.363023562,0.133803024,23.54106797,1.38994965,244.5452891,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,Miscanthus-112N-Nitrogen,245.9352388,108.2986588,168.4796581
361,1f,1,f,1f,86,37.66,0.03487037,51.88985987,3.514926838,0.256740784,17.45335829,2.547036294,173.1487157,Corn,0N,Control,Corn-0N-Control-86,Corn-0N-Control,175.695752,83.20349832,164.0638192
362,2f,2,f,2f,86,37.63,0.034842593,51.88985987,3.485579652,0.194768871,12.25317384,1.946950894,122.4853214,Corn,0N,Carbon,Corn-0N-Carbon-86,Corn-0N-Carbon,124.4322723,63.48353659,115.1800699
363,3f,3,f,3f,86,37.68,0.034888889,51.88985987,3.041523059,0.115090696,20.03201284,1.320189401,229.7844392,Corn,0N,Nitrogen,Corn-0N-Nitrogen-86,Corn-0N-Nitrogen,231.1046286,92.2869679,201.0979326
364,4f,4,f,4f,86,37.62,0.034833333,41.89255076,3.592783587,0.513481568,13.02405003,4.978389092,126.2728648,Corn,112N,Control,Corn-112N-Control-86,Corn-112N-Control,131.2512539,126.526694,123.5764201
365,5f,5,f,5f,86,37.46,0.034685185,41.89255076,3.048897862,0.194768871,7.198297131,2.215749646,81.89000758,Corn,112N,Carbon,Corn-112N-Carbon-86,Corn-112N-Carbon,84.10575723,58.59344975,77.05764191
366,6f,6,f,6f,86,37.47,0.034694444,41.89255076,3.753741221,0.327565828,17.15979624,3.02757003,158.6016623,Corn,112N,Nitrogen,Corn-112N-Nitrogen-86,Corn-112N-Nitrogen,161.6292323,66.50491724,146.508626
367,7f,7,f,7f,86,37.75,0.034953704,37.49408555,4.291031027,0.256740784,10.14822771,2.091348498,82.6650151,Corn,0N,Control,Corn-0N-Control-86,Corn-0N-Control,84.7563636,19.46805302,76.99994831
368,8f,8,f,8f,86,37.6,0.034814815,37.49408555,4.190396505,0.327565828,10.03303887,2.721495121,83.35688278,Corn,0N,Carbon,Corn-0N-Carbon-86,Corn-0N-Carbon,86.0783779,34.09755376,80.67397638
369,9f,9,f,9f,86,37.86,0.035055556,37.49408555,4.233525586,0.044265652,16.33068495,0.366540131,135.2256463,Corn,0N,Nitrogen,Corn-0N-Nitrogen-86,Corn-0N-Nitrogen,135.5921864,25.61710863,119.7190327
370,10f,10,f,10f,86,37.82,0.035018519,44.57222876,3.684838232,0.221328262,14.58900775,2.103372619,138.6452826,Corn,112N,Control,Corn-112N-Control-86,Corn-112N-Control,140.7486552,106.9006018,126.5743475
371,11f,11,f,11f,86,37.82,0.035018519,44.57222876,3.802345107,0.354125219,9.791002639,3.261392691,90.17235352,Corn,112N,Carbon,Corn-112N-Carbon-86,Corn-112N-Carbon,93.43374621,66.91042099,80.61682701
372,12f,12,f,12f,86,37.94,0.03512963,44.57222876,3.901560818,0.309859567,20.0366328,2.789973637,180.4097186,Corn,112N,Nitrogen,Corn-112N-Nitrogen-86,Corn-112N-Nitrogen,183.1996922,72.69660369,161.4520102
373,13f,13,f,13f,86,37.86,0.035055556,39.15603401,3.8276939,0.150503218,24.95094755,1.378368819,228.5107824,Corn,336N,Control,Corn-336N-Control-86,Corn-336N-Control,229.8891512,50.22983132,107.5298441
374,14f,14,f,14f,86,37.84,0.035037037,39.15603401,3.927478005,0.061971913,24.68533879,0.552851527,220.2179435,Corn,336N,Carbon,Corn-336N-Carbon-86,Corn-336N-Carbon,220.770795,35.29168023,101.2085212
375,15f,15,f,15f,86,37.81,0.035009259,39.15603401,4.212227765,0.044265652,21.42117851,0.367906907,178.0387087,Corn,336N,Nitrogen,Corn-336N-Nitrogen-86,Corn-336N-Nitrogen,178.4066156,4.741855607,41.54590224
376,16f,16,f,16f,86,37.94,0.03512963,37.88436194,4.222621075,0.00885313,20.21719794,0.073652637,168.1947452,Corn,336N,Control,Corn-336N-Control-86,Corn-336N-Control,168.2683978,61.55495354,120.3463874
377,17f,17,f,17f,86,37.94,0.03512963,37.88436194,4.250573112,0.00885313,15.29123771,0.073168293,126.3771974,Corn,336N,Carbon,Corn-336N-Carbon-86,Corn-336N-Carbon,126.4503657,33.22787237,66.3446746
378,18f,18,f,18f,86,38.04,0.035222222,37.88436194,3.956144988,0.00885313,21.66012608,0.078820901,192.8437346,Corn,336N,Nitrogen,Corn-336N-Nitrogen-86,Corn-336N-Nitrogen,192.9225555,44.2991483,110.9089757
379,19f,19,f,19f,86,37.96,0.035148148,40.52771432,4.160681106,0.044265652,2.416295706,0.373942548,20.41211938,Corn,112N,Control,Corn-112N-Control-86,Corn-112N-Control,20.78606193,15.54275803,10.91094869
380,20f,20,f,20f,86,38,0.035185185,40.52771432,4.123808289,1.407647747,0.371155821,12.0103417,3.166778221,Corn,112N,Carbon,Corn-112N-Carbon-86,Corn-112N-Carbon,15.17711992,1.586776857,6.907073683
381,21f,21,f,21f,86,38.03,0.035212963,40.52771432,4.290330689,0.168209479,10.22306727,1.380582194,83.90600051,Corn,112N,Nitrogen,Corn-112N-Nitrogen-86,Corn-112N-Nitrogen,85.2865827,8.474566934,46.93293049
382,22f,22,f,22f,86,37.99,0.035175926,44.89761115,4.067107321,0.18591574,16.85146614,1.607963052,145.7463199,Corn,336N,Control,Corn-336N-Control-86,Corn-336N-Control,147.354283,105.8252193,135.6210715
383,23f,23,f,23f,86,38,0.035185185,44.89761115,3.573389917,0.212475132,9.511877437,2.092124577,93.65817245,Corn,336N,Carbon,Corn-336N-Carbon-86,Corn-336N-Carbon,95.75029703,52.75279845,84.93847914
384,24f,24,f,24f,86,38.01,0.035194444,44.89761115,3.695166196,0.097384435,19.72819277,0.927533677,187.9002858,Corn,336N,Nitrogen,Corn-336N-Nitrogen-86,Corn-336N-Nitrogen,188.8278195,106.5830632,153.3408159
385,25f,25,f,25f,86,38.21,0.03537963,46.16341882,3.840163336,0.118118535,9.506367458,1.088232363,87.58267042,Corn,336N,Control,Corn-336N-Control-86,Corn-336N-Control,88.67090278,20.96038062,72.71122281
386,26f,26,f,26g,86,37.96,0.035148148,46.16341882,3.73033671,0,10.28584288,0,96.91573645,Corn,336N,Carbon,Corn-336N-Carbon-86,Corn-336N-Carbon,96.91573645,41.84397895,84.75049888
387,27f,27,f,27g,86,37.73,0.034935185,46.16341882,3.680807055,0.088588901,16.35376013,0.840812793,155.216405,Corn,336N,Nitrogen,Corn-336N-Nitrogen-86,Corn-336N-Nitrogen,156.0572178,40.52831824,131.5705048
388,28f,28,f,28g,86,37.79,0.034990741,45.38233189,3.835798831,0.088588901,15.26687621,0.808121438,139.2667683,Corn,0N,Control,Corn-0N-Control-86,Corn-0N-Control,140.0748897,68.59038742,127.3465674
389,29f,29,f,29g,86,37.86,0.035055556,45.38233189,3.924279454,0.108275324,6.752984169,0.967222564,60.32435113,Corn,0N,Carbon,Corn-0N-Carbon-86,Corn-0N-Carbon,61.29157369,-18.27167207,48.11492072
390,30f,30,f,30g,86,37.84,0.035037037,45.38233189,3.894785913,0.137804957,15.6543491,1.239677222,140.8246875,Corn,0N,Nitrogen,Corn-0N-Nitrogen-86,Corn-0N-Nitrogen,142.0643647,8.928647757,118.4884794
391,31f,31,f,31g,86,37.78,0.034981481,37.55170771,3.654474065,0.088588901,16.2619792,0.847993704,155.6634728,Corn,112N,Control,Corn-112N-Control-86,Corn-112N-Control,156.5114665,46.69078505,111.6197971
392,32f,32,f,32g,86,37.84,0.035037037,37.55170771,3.923626205,0.039372845,16.57577012,0.351590023,148.017635,Corn,112N,Carbon,Corn-112N-Carbon-86,Corn-112N-Carbon,148.369225,62.61819331,94.30644142
393,33f,33,f,33g,86,37.94,0.03512963,37.55170771,3.088068054,0.019686422,18.7461882,0.223951254,213.2552253,Corn,112N,Nitrogen,Corn-112N-Nitrogen-86,Corn-112N-Nitrogen,213.4791766,72.01885285,146.4325404
394,34f,34,f,34g,86,37.91,0.035101852,44.93038326,3.65827464,0.049216056,11.6100121,0.472237565,111.4003088,Corn,0N,Control,Corn-0N-Control-86,Corn-0N-Control,111.8725464,25.17632772,99.37196695
395,35f,35,f,35g,86,37.9,0.035092593,44.93038326,3.64395654,0.019686422,9.772582348,0.189587219,94.11343061,Corn,0N,Carbon,Corn-0N-Carbon-86,Corn-0N-Carbon,94.30301783,27.81006649,85.50627903
396,36f,36,f,36g,86,37.99,0.035175926,44.93038326,3.760704127,0.029529634,18.41968342,0.276206844,172.2893899,Corn,0N,Nitrogen,Corn-0N-Nitrogen-86,Corn-0N-Nitrogen,172.5655967,51.08883109,148.7180419
397,37f,37,f,37g,86,37.96,0.035148148,54.70784056,3.125159001,0.127961746,21.47582486,1.439164665,241.5350622,Miscanthus,336N,Control,Miscanthus-336N-Control-86,Miscanthus-336N-Control,242.9742269,119.1233463,160.7265327
398,38f,38,f,38g,86,37.85,0.035046296,54.70784056,3.14463463,0.049216056,20.32411882,0.548502667,226.5080602,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-86,Miscanthus-336N-Carbon,227.0565629,101.5100959,160.5525598
399,39f,39,f,39f,86,37.71,0.034916667,54.70784056,3.226160517,0,20.51720388,0,222.0572613,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-86,Miscanthus-336N-Nitrogen,222.0572613,108.7259822,106.8051552
400,40f,40,f,40f,86,37.43,0.034657407,48.8302975,3.432975341,-0.019686422,20.95689518,0,211.569144,Miscanthus,112N,Control,Miscanthus-112N-Control-86,Miscanthus-112N-Control,211.569144,73.12481347,162.1755598
401,41f,41,f,41f,86,37.91,0.035101852,48.8302975,3.442185887,0.07874569,15.85580356,0.803012863,161.6902997,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-86,Miscanthus-112N-Carbon,162.4933126,40.72063037,59.28590568
402,42f,42,f,42f,86,38.07,0.03525,48.8302975,3.10804773,0.137804957,20.21414369,1.562918319,229.2592093,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-86,Miscanthus-112N-Nitrogen,230.8221276,59.279808,155.8685686
403,43f,43,f,43f,86,37.85,0.035046296,38.54459018,4.222601209,0.118118535,5.852795043,0.980347651,48.57640566,Miscanthus,336N,Control,Miscanthus-336N-Control-86,Miscanthus-336N-Control,49.55675331,-11.49685627,-5.4708784
404,44f,44,f,44f,86,37.76,0.034962963,38.54459018,4.033933101,0.009843211,8.211404773,0.08531322,71.1700055,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-86,Miscanthus-336N-Carbon,71.25531872,29.24441791,24.46425206
405,45f,45,f,45f,86,37.75,0.034953704,38.54459018,4.285285727,0.167334591,11.6245172,1.364894685,94.81746508,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-86,Miscanthus-336N-Nitrogen,96.18235977,-16.45185483,28.61801022
406,46f,46,f,46f,86,37.96,0.035148148,39.06003785,3.933674557,-0.147648169,8.078587211,0,72.18374983,Miscanthus,112N,Control,Miscanthus-112N-Control-86,Miscanthus-112N-Control,72.18374983,-1.09406241,29.6208479
407,47f,47,f,47f,86,37.87,0.035064815,39.06003785,4.082977464,0.23623707,0.431876421,2.028815781,3.708976318,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-86,Miscanthus-112N-Carbon,5.737792099,-28.3666608,-47.90430179
408,48f,48,f,48f,86,37.39,0.03462037,39.06003785,4.311502322,-0.177177802,10.29966951,0,82.70397338,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-86,Miscanthus-112N-Nitrogen,82.70397338,-22.58034962,12.17563864
409,49f,49,f,49f,86,37.66,0.03487037,51.50953066,3.541258976,0.033313761,9.619084701,0.328036778,94.71802216,Miscanthus,0N,Control,Miscanthus-0N-Control-86,Miscanthus-0N-Control,95.04605894,-16.39613796,80.08507883
410,50f,50,f,50f,86,37.91,0.035101852,51.50953066,3.09126742,0.122150459,9.977594943,1.387038626,113.2972376,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-86,Miscanthus-0N-Carbon,114.6842762,27.24025762,101.7104122
411,51f,51,f,51f,86,37.78,0.034981481,51.50953066,3.4403988,0.033313761,20.93876923,0.338729543,212.9024019,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-86,Miscanthus-0N-Nitrogen,213.2411314,62.48150724,184.2149347
412,52f,52,f,52f,86,38.01,0.035194444,44.67019051,3.782899075,1.243713761,0.311906322,11.57097083,2.901840493,Miscanthus,0N,Control,Miscanthus-0N-Control-86,Miscanthus-0N-Control,14.47281132,4.083328866,5.555586646
413,53f,53,f,53f,86,38.01,0.035194444,44.67019051,3.658407003,1.388073394,0.348760923,13.35348197,3.355134332,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-86,Miscanthus-0N-Carbon,16.7086163,-1.40937231,8.116324787
