ID	rev_name	Day	Crop	Treatment	Addition	Sample_Location	16S	F1R2_Ave/g	CS001_Ave/g	F1R2/16S(%)	CS001/16S(%)	qnorB_Ave/g	qnorB/16S	cnorB_Ave/g	qnorB+cnorB	cnorB/16S	tot_nor/16S
10a	10a	0	Corn	112N	Control	D0-A10	1777614172	13328927.34	16895208.93	0.007498212	0.00950443	110381672.3	0.062095405	467355474.9	577737147.2	0.26291165	0.325007055
10b	10b	4	Corn	112N	Control	D5-A10	14721115512	30508368.19	34002329.37	0.002072422	0.002309766	374158974.1	0.025416482	1870807016	2244965990	0.127083237	0.15249972
10c	10c	15	Corn	112N	Control	D11-A10	7877474847	50009418.9	42476738.22	0.006348407	0.005392177	351369233.1	0.044604298	1294195864	1645565097	0.164290701	0.208894999
10d	10d	30	Corn	112N	Control	D32-A10	12604239650	34429877.17	33840784.44	0.002731611	0.002684873	372719907.6	0.029570995	857727244	1230447152	0.068050693	0.097621688
10e	10e	59	Corn	112N	Control	D60-A10	8332497014	33863106.4	73808071.03	0.004063981	0.008857857	329291616.6	0.03951896	1161280776	1490572393	0.13936768	0.17888664
10f	10f	86	Corn	112N	Control	D87-A10	4638550600	15762126.84	23112219.56	0.003398072	0.004982638	207215211.2	0.044672405	621350645.6	828565856.8	0.13395362	0.178626025
11a	11a	0	Corn	112N	Carbon	D0-A11	1866720509	12433360.6	15685296.62	0.006660537	0.008402595	99835616.18	0.053481823	379775076.2	479610692.4	0.203445065	0.256926889
11b	11b	4	Corn	112N	Carbon	D5-A11	15717903350	29263610.18	30310122.1	0.001861801	0.001928382	362316279.1	0.023051184	1737115490	2099431769	0.11051827	0.133569454
11c	11c	15	Corn	112N	Carbon	D11-A11	8933157122	45688602.61	38157255.38	0.005114497	0.004271419	357819525.5	0.040055215	1410478875	1768298401	0.157892541	0.197947755
11d	11d	30	Corn	112N	Carbon	D32-A11	13040455002	25548572.31	22447803.28	0.001959178	0.001721397	374652080.9	0.028729985	838778546.5	1213430627	0.064321264	0.093051249
11e	11e	59	Corn	112N	Carbon	D60-A11	9560355550	41492298.57	53464810.91	0.004340037	0.005592345	358322702.9	0.03748006	1228180189	1586502892	0.128465953	0.165946014
11f	11f	86	Corn	112N	Carbon	D87-A11	5896379707	8183491.69	21657265.18	0.001387884	0.003672977	235859953.3	0.040000808	663464574.1	899324527.4	0.112520666	0.152521475
12a	12a	0	Corn	112N	Nitrogen	D0-A12	1719981273	11295288.64	13868582.39	0.0065671	0.008063217	102619016.5	0.059662868	373359119.5	475978136.1	0.217071619	0.276734488
12b	12b	4	Corn	112N	Nitrogen	D5-A12	12895891865	24567763.93	27517470.77	0.001905085	0.002133817	313326540.4	0.024296617	1593481479	1906808020	0.123565047	0.147861663
12c	12c	15	Corn	112N	Nitrogen	D11-A12	8029471425	49195749.49	42605586.38	0.006126898	0.005306151	360279565.6	0.044869649	1377289448	1737569014	0.171529279	0.216398929
12d	12d	30	Corn	112N	Nitrogen	D32-A12	10699926194	26301189.33	22686694.08	0.002458072	0.002120266	316129415.3	0.029545009	744432479.9	1060561895	0.069573609	0.099118618
12e	12e	59	Corn	112N	Nitrogen	D60-A12	7714551878	8661904.67	47074340.1	0.001122801	0.006102019	292765607.3	0.037949788	1047888693	1340654300	0.135832737	0.173782524
12f	12f	86	Corn	112N	Nitrogen	D87-A12	5593207569	7579391.77	27536037	0.001355106	0.004923121	224374019.3	0.040115447	650840641.9	875214661.2	0.116362683	0.15647813
13a	13a	0	Corn	336N	Control	D0-B1	1114826750	6333495.91	14199887.93	0.005681148	0.012737305	55288635.17	0.049593926	267459872.9	322748508.1	0.239911603	0.289505529
13b	13b	4	Corn	336N	Control	D5-B1	6745117660	14621069.12	35379437.67	0.002167652	0.005245192	135751047.7	0.020125824	1016343962	1152095010	0.150678463	0.170804287
13c	13c	15	Corn	336N	Control	D11-B1	3070402788	15907414.22	33439945.89	0.005180888	0.010891062	92763389.27	0.030212124	614552720.5	707316109.8	0.200153779	0.230365903
13d	13d	30	Corn	336N	Control	D32-B1	4111289784	14763277.67	32554420.81	0.003590911	0.007918299	89957531.61	0.021880611	368871965.1	458829496.7	0.089721714	0.111602325
13e	13e	59	Corn	336N	Control	D60-B1	2026437502	91852764.92	19376002.45	0.045327213	0.009561609	43193584.37	0.021315034	352313265.8	395506850.2	0.173858441	0.195173475
13f	13f	86	Corn	336N	Control	D87-B1				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
14a	14a	0	Corn	336N	Carbon	D0-B2	629594240.2	3630763.63	13441136.79	0.005766831	0.021348888	22434902.59	0.035633907	145780438.3	168215340.9	0.231546652	0.267180559
14b	14b	4	Corn	336N	Carbon	D5-B2	6824653189	15377908.56	42437157.07	0.002253288	0.006218214	127538495.8	0.018687909	998163968.7	1125702464	0.146258563	0.164946472
14c	14c	15	Corn	336N	Carbon	D11-B2				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
14d	14d	30	Corn	336N	Carbon	D32-B2	3825921087	12018832.37	26091977.73	0.003141422	0.00681979	82187723.52	0.021481814	324079531.2	406267254.7	0.084706277	0.106188091
14e	14e	59	Corn	336N	Carbon	D60-B2	2470372522	20601014.11	19918272.38	0.008339234	0.008062862	58426168.33	0.023650752	399418227.5	457844395.8	0.1616834	0.185334152
14f	14f	86	Corn	336N	Carbon	D87-B2	819165659.9	19462519.32	7417470.96	0.023758954	0.00905491	17916122.75	0.021871184	193576284.9	211492407.6	0.236309082	0.258180266
15a	15a	0	Corn	336N	Nitrogen	D0-B3	806091132.1	4373862.25	12438048.44	0.005426015	0.015430077	33814986.51	0.041949334	210755273	244570259.5	0.261453407	0.303402742
15b	15b	4	Corn	336N	Nitrogen	D5-B3	5755185165	12881995.09	32702498.54	0.002238329	0.005682267	113140224.8	0.019658833	835537193.1	948677417.9	0.145179898	0.164838731
15c	15c	15	Corn	336N	Nitrogen	D11-B3	2699931473	10454994.66	24133401.76	0.003872319	0.008938524	82237362.21	0.030459055	501868346.6	584105708.9	0.185881883	0.216340939
15d	15d	30	Corn	336N	Nitrogen	D32-B3	3752110353	13086723.45	23350188.21	0.00348783	0.006223215	86520590.55	0.023059181	303802275.9	390322866.4	0.080968374	0.104027555
15e	15e	59	Corn	336N	Nitrogen	D60-B3	1848659017	13551305.68	17149192.92	0.007330344	0.009276558	43116073.89	0.023322892	338710445	381826518.9	0.183219535	0.206542426
15f	15f	86	Corn	336N	Nitrogen	D87-B3	1768074612	60397246.86	8985801.66	0.034159897	0.005082253	40854919.8	0.023107011	306449724.7	347304644.5	0.173323978	0.196430989
16a	16a	0	Corn	336N	Control	D0-B4	1216099003	7713760.67	17081514.83	0.006343037	0.014046155	68881044.88	0.056640985	242823410.3	311704455.2	0.199674048	0.256315032
16b	16b	4	Corn	336N	Control	D5-B4	9705371251	45735109.28	69953117.91	0.00471235	0.00720767	287708890	0.029644295	1313707446	1601416336	0.135358804	0.165003099
16c	16c	15	Corn	336N	Control	D11-B4	5597207987	60071908.85	85486499.56	0.010732478	0.015273061	246853787.5	0.044103022	911393253.1	1158247041	0.162829978	0.206933
16d	16d	30	Corn	336N	Control	D32-B4	6343149506	27870545.53	36893072.91	0.004393802	0.005816207	192514096.3	0.030349923	467910798.2	660424894.5	0.07376632	0.104116243
16e	16e	59	Corn	336N	Control	D60-B4	3403307997	37714858.19	52053571.52	0.011081823	0.015294993	137404988.5	0.04037395	446278619	583683607.5	0.131130835	0.171504785
16f	16f	86	Corn	336N	Control	D87-B4	3359514270	1094982.54	34939655.88	0.000325935	0.010400211	151038316.5	0.044958379	458579639.3	609617955.8	0.136501769	0.181460148
17a	17a	0	Corn	336N	Carbon	D0-B5	1169405743	8663640.75	18073587.83	0.007408584	0.015455361	67701951.74	0.057894321	279258052.6	346960004.4	0.238803387	0.296697709
17b	17b	4	Corn	336N	Carbon	D5-B5	11587946125	31614472.74	55823282.89	0.002728221	0.004817358	283293490.5	0.024447256	1400722396	1684015887	0.120877538	0.145324794
17c	17c	15	Corn	336N	Carbon	D11-B5	5779327011	34839945.69	52162168.92	0.006028374	0.009025648	258128746.6	0.044664153	946510687	1204639434	0.163775243	0.208439396
17d	17d	30	Corn	336N	Carbon	D32-B5	11053755677	43211444.8	65971975.74	0.003909209	0.005968286	299787710.3	0.027120892	745185973.9	1044973684	0.067414732	0.094535623
17e	17e	59	Corn	336N	Carbon	D60-B5	6034022601	35607358.58	66888636.92	0.005901098	0.011085248	247794441.6	0.04106621	794811431.1	1042605873	0.131721653	0.172787863
17f	17f	86	Corn	336N	Carbon	D87-B5	3336983696	13799805.61	17279736.98	0.004135413	0.00517825	177819743.7	0.053287567	535235279.8	713055023.5	0.160394934	0.213682501
18a	18a	0	Corn	336N	Nitrogen	D0-B6	1269570477	7590749.29	16214661.38	0.00597899	0.012771769	97672708.15	0.076933664	273990914.8	371663622.9	0.215813868	0.292747531
18b	18b	4	Corn	336N	Nitrogen	D5-B6	3917675363	21924808.5	33533001.37	0.005596382	0.008559413	158295132.8	0.040405373	732413912.7	890709045.5	0.18695115	0.227356522
18c	18c	15	Corn	336N	Nitrogen	D11-B6	4162754226	36338388.6	61058795.31	0.00872941	0.014667884	177948474.2	0.042747773	637901902.1	815850376.4	0.153240347	0.19598812
18d	18d	30	Corn	336N	Nitrogen	D32-B6	9294533145	43946821.91	64065406.21	0.004728244	0.006892805	250877578.8	0.026991951	591682714.6	842560293.3	0.063659218	0.090651169
18e	18e	59	Corn	336N	Nitrogen	D60-B6	5183176824	43019217.88	72256624.42	0.008299778	0.013940606	205603043.9	0.03966738	658806627.5	864409671.4	0.127104795	0.166772175
18f	18f	86	Corn	336N	Nitrogen	D87-B6	2965065621	14235120.51	24909506.55	0.004800946	0.008400997	129820798.2	0.043783449	433825465.3	563646263.6	0.146312264	0.190095713
19a	19a	0	Corn	112N	Control	D0-B7	730290838.3	2867750.21	8246482.23	0.00392686	0.011292052	27228547.34	0.037284525	94559489.06	121788036.4	0.12948196	0.166766485
19b	19b	4	Corn	112N	Control	D5-B7	5194007525	15713281.45	37661594.37	0.003025271	0.00725097	232156037.6	0.044696901	996812345.3	1228968383	0.191915845	0.236612746
19c	19c	15	Corn	112N	Control	D11-B7	4568604277	26879929.47	50466076.39	0.00588362	0.011046279	266169438.5	0.058260559	877709796.5	1143879235	0.192117711	0.25037827
19d	19d	30	Corn	112N	Control	D32-B7	10272563138	28198922.36	48259796.16	0.002745072	0.004697931	303520180.4	0.029546684	683609330.3	987129510.7	0.066547104	0.096093789
19e	19e	59	Corn	112N	Control	D60-B7	2656167176	10018303.6	20650113.93	0.003771714	0.007774403	94031241.58	0.035401101	280916016.7	374947258.3	0.105759916	0.141161016
19f	19f	86	Corn	112N	Control	D87-B7	3341089342	6591042.74	14367380.07	0.001972723	0.004300208	134487692.1	0.040252648	429174121.5	563661813.6	0.128453351	0.168705999
1a	1a	0	Corn	0N	Control	D0-A1	2267899812	12677632.07	16147214.45	0.005590032	0.007119898	130365824.1	0.057483061	495165413.4	625531237.6	0.218336547	0.275819608
1b	1b	4	Corn	0N	Control	D5-A1	8043281900	22351371.08	21552819.47	0.002778887	0.002679605	283085328.4	0.035195251	1291217116	1574302445	0.160533615	0.195728866
1c	1c	15	Corn	0N	Control	D11-A1	7403008140	25451567.24	20034167.97	0.003438003	0.00270622	325605649.1	0.043982884	1352673517	1678279166	0.182719442	0.226702326
1d	1d	30	Corn	0N	Control	D32-A1	10723297085	21079338.28	15401974.95	0.001965752	0.00143631	323953789.8	0.030210278	783901978.9	1107855769	0.073102701	0.103312979
1e	1e	59	Corn	0N	Control	D60-A1	8451670553	35463294.2	36021303.22	0.00419601	0.004262034	332814653.1	0.039378564	1048855581	1381670234	0.124100386	0.163478951
1f	1f	86	Corn	0N	Control	D87-A1	4857469041	10884930.69	13090853.56	0.002240865	0.002694995	226582113.5	0.046646126	676070710	902652823.5	0.139181682	0.185827808
20a	20a	0	Corn	112N	Carbon	D0-B8	1204038049	4961723.71	14159580.6	0.004120903	0.011760077	72909727.97	0.060554339	264283371.8	337193099.7	0.219497525	0.280051864
20b	20b	4	Corn	112N	Carbon	D5-B8	5181725495	15443518.18	37620948.95	0.002980381	0.007260313	208209363.9	0.040181473	994868234.5	1203077598	0.19199555	0.232177023
20c	20c	15	Corn	112N	Carbon	D11-B8	2425750199	7812503.8	21016691.61	0.003220655	0.008663997	89930335.69	0.037073206	232351189.6	322281525.3	0.095785291	0.132858497
20d	20d	30	Corn	112N	Carbon	D32-B8	11415498658	27213023.96	51802503.21	0.002383866	0.00453791	305379787.3	0.026751331	705232522.1	1010612309	0.061778512	0.088529843
20e	20e	59	Corn	112N	Carbon	D60-B8	3705436317	47554025.55	34400851.59	0.012833583	0.009283887	195464682.6	0.052750787	535019655.5	730484338.1	0.144387762	0.197138549
20f	20f	86	Corn	112N	Carbon	D87-B8	2679827210	19153140.85	11993059.8	0.007147155	0.004475311	65560207.59	0.024464341	268395994.9	333956202.5	0.100154217	0.124618558
21a	21a	0	Corn	112N	Nitrogen	D0-B9	1194652710	5407763.66	12478690.15	0.004526641	0.010445454	78796266.3	0.065957467	292542388.5	371338654.8	0.244876512	0.310833978
21b	21b	4	Corn	112N	Nitrogen	D5-B9	5240904246	15997302.94	33380996.29	0.003052394	0.00636932	215259728.8	0.041073013	1024289285	1239549013	0.195441328	0.236514341
21c	21c	15	Corn	112N	Nitrogen	D11-B9	1740428363	7119510.84	19803262.68	0.004090666	0.011378384	74690166.71	0.042914818	193085646.6	267775813.3	0.11094145	0.153856268
21d	21d	30	Corn	112N	Nitrogen	D32-B9	10799657338	27333339.29	45909222.81	0.002530945	0.004250989	286285510.7	0.026508759	689383258.6	975668769.4	0.063833809	0.090342567
21e	21e	59	Corn	112N	Nitrogen	D60-B9	4542616076	53129184.71	40009921.5	0.011695724	0.008807683	194623441	0.042843911	691261327.6	885884768.6	0.152172518	0.19501643
21f	21f	86	Corn	112N	Nitrogen	D87-B9				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
22a	22a	0	Corn	336N	Control	D0-B10	1602085567	20072812.94	22919539.71	0.012529177	0.014306065	110848510.9	0.069190131	407539555.9	518388066.8	0.254380643	0.323570774
22b	22b	4	Corn	336N	Control	D5-B10	6467108258	53365283.45	52325620.52	0.0082518	0.008091038	258810878.3	0.040019568	1064572752	1323383631	0.164613411	0.204632979
22c	22c	15	Corn	336N	Control	D11-B10				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
22d	22d	30	Corn	336N	Control	D32-B10	10425115735	36627109.6	36996381.26	0.003513353	0.003548774	316891031.1	0.030396884	720673685.2	1037564716	0.069128603	0.099525487
22e	22e	59	Corn	336N	Control	D60-B10	5833958346	64184075.48	61437387.96	0.011001806	0.010530995	234404212.1	0.040179274	834172955.4	1068577167	0.142985758	0.183165032
22f	22f	86	Corn	336N	Control	D87-B10	4727605111	13314179.14	41259551.64	0.002816263	0.008727368	202056440	0.042739703	635228957.9	837285397.9	0.134365909	0.177105612
23a	23a	0	Corn	336N	Carbon	D0-B11	535016025.8	10297621.24	10390776.41	0.019247314	0.01942143	36802061.79	0.06878684	153585347.7	190387409.4	0.287066817	0.355853657
23b	23b	4	Corn	336N	Carbon	D5-B11	179553063	1058145.38	1739184.06	0.005893218	0.009686184	4179582.58	0.023277701	45874472.97	50054055.55	0.255492567	0.278770268
23c	23c	15	Corn	336N	Carbon	D11-B11	8385995100	88433767.77	78337628.72	0.010545411	0.009341483	339276729.6	0.04045754	1337591062	1676867792	0.159502963	0.199960502
23d	23d	30	Corn	336N	Carbon	D32-B11	11473291357	36601255.37	36402043.04	0.003190127	0.003172764	354171570.9	0.030869221	739943349.1	1094114920	0.064492684	0.095361905
23e	23e	59	Corn	336N	Carbon	D60-B11	6507146868	8409465.66	63541712.41	0.001292343	0.009764911	277900832.7	0.042707017	878220075.5	1156120908	0.134962387	0.177669404
23f	23f	86	Corn	336N	Carbon	D87-B11	5645050511	13715154.85	58271807.71	0.002429589	0.010322637	238781554	0.042299277	668362780.2	907144334.3	0.118398016	0.160697293
24a	24a	0	Corn	336N	Nitrogen	D0-B12	1266627675	15718378.31	19835163.71	0.012409628	0.015659822	82032605.14	0.064764577	325766599.9	407799205	0.257192075	0.321956651
24b	24b	4	Corn	336N	Nitrogen	D5-B12	6621417459	84387460.58	75502266.13	0.012744622	0.011402735	265686821.8	0.040125369	1210664367	1476351189	0.182840664	0.222966034
24c	24c	15	Corn	336N	Nitrogen	D11-B12	10626746996	117315155.4	109330700.6	0.011039611	0.010288257	511715771.3	0.048153567	1928214880	2439930651	0.181449213	0.22960278
24d	24d	30	Corn	336N	Nitrogen	D32-B12	9181084320	33355489.73	31354180.39	0.003633066	0.003415085	282019716.8	0.030717474	572965783.9	854985500.7	0.062407202	0.093124676
24e	24e	59	Corn	336N	Nitrogen	D60-B12	5553351315	12639556.21	51775900.78	0.002276023	0.009323361	222210573.5	0.040013779	804881056.9	1027091630	0.144936096	0.184949875
24f	24f	86	Corn	336N	Nitrogen	D87-B12	6371464038	6028051.62	61268662.41	0.000946101	0.009616104	262012900.4	0.041122872	721958117.5	983971018	0.113311181	0.154434053
25a	25a	0	Corn	336N	Control	D0-C1	1333539365	23454421.86	22888015.21	0.017588099	0.017163359	94248632.77	0.070675554	404157269.9	498405902.6	0.303071121	0.373746674
25b	25b	4	Corn	336N	Control	D5-C1	6605456514	80024650.6	74379563.18	0.012114931	0.011260321	253770915.4	0.038418377	1547211205	1800982120	0.23423229	0.272650666
25c	25c	15	Corn	336N	Control	D11-C1	6295123193	72161088.69	60604719.83	0.011463015	0.009627249	286078389.3	0.045444447	991710457.3	1277788847	0.157536307	0.202980753
25d	25d	30	Corn	336N	Control	D32-C1	9331475956	45609860.33	42085175.31	0.004887743	0.004510023	257858984.9	0.027633248	670507512.2	928366497.1	0.07185439	0.099487637
25e	25e	59	Corn	336N	Control	D60-C1	5602837343	8107099.31	108361725	0.001446963	0.019340509	255214784.2	0.045550989	699963360.3	955178144.6	0.124930159	0.170481148
25f	25f	86	Corn	336N	Control	D87-C1	3829625673	41004541	41141349.31	0.010707193	0.010742917	172530843.1	0.045051621	632147487.6	804678330.7	0.165067696	0.210119317
26a	26a	0	Corn	336N	Carbon	D0-C2	1432933553	22682578.63	23578809.61	0.01582947	0.016454922	92466360.83	0.064529413	442793450.5	535259811.3	0.309011852	0.373541264
26b	26b	4	Corn	336N	Carbon	D5-C2	7025251867	52672886.17	53969846.37	0.007497651	0.007682265	254517285	0.03622892	1355934541	1610451826	0.193008673	0.229237593
26c	26c	15	Corn	336N	Carbon	D11-C2	6557553319	65046348.53	55694302.11	0.009919302	0.008493153	293673866	0.044784061	1010865096	1304538962	0.154152783	0.198936844
26d	26d	30	Corn	336N	Carbon	D32-C2	9944626069	47568958.34	42866350.25	0.004783383	0.004310504	277581978.8	0.027912762	679042558.9	956624537.7	0.068282362	0.096195124
26e	26e	59	Corn	336N	Carbon	D60-C2	5943011457	43539731.46	91115699.33	0.007326207	0.015331571	269632340.3	0.045369648	751980901.4	1021613242	0.126531962	0.171901611
26f	26f	86	Corn	336N	Carbon	D87-C2	4394754242	8910667.09	36517020	0.002027569	0.008309229	170657873	0.038832177	593785637.6	764443510.7	0.135112365	0.173944541
27a	27a	0	Corn	336N	Nitrogen	D0-C3	1502613121	19559160.38	21441377.1	0.013016764	0.014269393	106923599.3	0.071158436	464572647.8	571496247.1	0.309176488	0.380334924
27b	27b	4	Corn	336N	Nitrogen	D5-C3	6223482145	59755281.29	60564084.94	0.009601583	0.009731543	273089555.1	0.043880508	1401400838	1674490393	0.225179539	0.269060046
27c	27c	15	Corn	336N	Nitrogen	D11-C3	7076669127	85254730.46	67934445.88	0.012047296	0.009599777	335492230.1	0.047408212	1180170564	1515662794	0.166769216	0.214177428
27d	27d	30	Corn	336N	Nitrogen	D32-C3	8715846048	40770133.67	37231021.32	0.004677702	0.004271647	266174942.6	0.030539197	583184183.7	849359126.3	0.066910794	0.097449992
27e	27e	59	Corn	336N	Nitrogen	D60-C3	5832931101	56728876.22	83644542.65	0.009725621	0.014340053	268948970.6	0.046108717	774207658.3	1043156629	0.132730465	0.178839182
27f	27f	86	Corn	336N	Nitrogen	D87-C3	4929542339	8833918.32	61308639.16	0.001792036	0.012436984	191480333.3	0.03884343	597664742.6	789145075.9	0.121241426	0.160084856
28a	28a	0	Corn	0N	Control	D0-C4	1655185084	9379785.52	13140524.92	0.00566691	0.007939006	122256457.4	0.073862711	561410526.1	683666983.5	0.33918293	0.413045641
28b	28b	4	Corn	0N	Control	D5-C4	7351800040	11922838.72	9128010.52	0.001621758	0.001241602	323819565.8	0.044046297	1648935549	1972755115	0.224290043	0.26833634
28c	28c	15	Corn	0N	Control	D11-C4	2558484613	6810537.78	5008679.82	0.002661942	0.001957674	96759967.99	0.03781925	271948238.6	368708206.6	0.1062927	0.14411195
28d	28d	30	Corn	0N	Control	D32-C4	7210995451	11029071.59	6302412.99	0.00152948	0.000874	215460894.8	0.029879494	501351128.9	716812023.6	0.069525925	0.099405419
28e	28e	59	Corn	0N	Control	D60-C4	2623341236	54854762.64	47166189.66	0.020910266	0.017979434	107381505.1	0.040933106	287256908.3	394638413.4	0.109500398	0.150433504
28f	28f	86	Corn	0N	Control	D87-C4	4740598281	40695315.44	4733655.61	0.008584426	0.000998535	186010475.5	0.039237764	612605693.2	798616168.7	0.129225397	0.16846316
29a	29a	0	Corn	0N	Carbon	D0-C5	1744319962	6120761.41	8087147.83	0.003508967	0.004636275	131228441.2	0.075231863	581366095.4	712594536.6	0.333290972	0.408522835
29b	29b	4	Corn	0N	Carbon	D5-C5	7359251895	11643426.68	10053329.85	0.001582148	0.00136608	300459271.6	0.04082742	1670947953	1971407225	0.227054051	0.267881471
29c	29c	15	Corn	0N	Carbon	D11-C5				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
29d	29d	30	Corn	0N	Carbon	D32-C5	9493696803	13070035.67	7606829.44	0.001376707	0.000801251	294013480.5	0.030969335	711392799.2	1005406280	0.07493317	0.105902506
29e	29e	59	Corn	0N	Carbon	D60-C5	3779131908	64428429.03	3969429.54	0.017048473	0.001050355	170430200.9	0.045097712	446905447.1	617335648.1	0.118256112	0.163353824
29f	29f	86	Corn	0N	Carbon	D87-C5				#DIV/0!	#DIV/0!		#DIV/0!			#DIV/0!	#DIV/0!
2a	2a	0	Corn	0N	Carbon	D0-A2	1922190724	10668151.47	11160644.9	0.005549996	0.005806211	108326115.1	0.05635555	441595849.4	549921964.5	0.229735709	0.286091259
2b	2b	4	Corn	0N	Carbon	D5-A2	8346971877	21216865.18	23696198.39	0.002541864	0.002838898	327010996.6	0.039177201	1380350499	1707361496	0.165371409	0.20454861
2c	2c	15	Corn	0N	Carbon	D11-A2	8873774319	34512919.98	27964624.85	0.003889317	0.003151379	379012738.6	0.042711559	1449878393	1828891131	0.163389144	0.206100704
2d	2d	30	Corn	0N	Carbon	D32-A2	12996363002	27126101.93	21624642.02	0.002087207	0.0016639	398049997.9	0.030627799	950084699.4	1348134697	0.073103891	0.10373169
2e	2e	59	Corn	0N	Carbon	D60-A2	8303205510	43615033.71	36804356.83	0.005252795	0.004432548	362716530.4	0.043683916	1111779941	1474496471	0.133897678	0.177581594
2f	2f	86	Corn	0N	Carbon	D87-A2	4993034690	11425604.57	12644887.72	0.002288309	0.002532505	235819666.3	0.047229727	674766191.5	910585857.8	0.135141499	0.182371226
30a	30a	0	Corn	0N	Nitrogen	D0-C6	1421139582	4432103.45	5810114.27	0.003118697	0.004088349	100392796.4	0.07064246	512176885.4	612569681.8	0.360398719	0.43104118
30b	30b	4	Corn	0N	Nitrogen	D5-C6	7316828975	13151402.59	10639933.12	0.001797418	0.001454173	314657546.2	0.043004633	1690135144	2004792691	0.230992845	0.273997479
30c	30c	15	Corn	0N	Nitrogen	D11-C6	512529365.9	1143389.32	762103.67	0.002230876	0.001486946	21178367.43	0.041321276	70831733.3	92010100.73	0.138200341	0.179521617
30d	30d	30	Corn	0N	Nitrogen	D32-C6	8057717230	9882160.65	5400060.01	0.001226422	0.000670172	263384027.8	0.032687177	597244211.1	860628238.8	0.074120771	0.106807947
30e	30e	59	Corn	0N	Nitrogen	D60-C6	4807040086	7841203.52	7525962.48	0.001631192	0.001565613	224247937.7	0.0466499	607838987.3	832086925	0.126447664	0.173097563
30f	30f	86	Corn	0N	Nitrogen	D87-C6	970934663.9	246833.51	620028.6	0.000254223	0.000638589	30896744.87	0.031821652	120797739.1	151694484	0.12441387	0.156235522
31a	31a	0	Corn	112N	Control	D0-C7	1562551062	7126450.75	16760232.22	0.004560779	0.010726198	94922723.58	0.060748558	439450244.5	534372968.1	0.281238966	0.341987524
